Ticker,Day,Forecast
AMOT.TA,Day_22,2125.318847
AMOT.TA,Day_23,2107.007955
AMOT.TA,Day_24,2072.418562
AMOT.TA,Day_25,2063.371946
AMOT.TA,Day_26,2067.798342
AMOT.TA,Day_27,2092.48136
AMOT.TA,Day_28,2109.982989
AMOT.TA,Day_29,2106.465292
AMOT.TA,Day_30,2117.462298
AMRK.TA,Day_1,3065.342456
AMRK.TA,Day_2,3050.291444
AMRK.TA,Day_3,3059.66246
AMRK.TA,Day_4,3060.236216
AMRK.TA,Day_5,3063.759629
AMRK.TA,Day_6,2991.528577
AMRK.TA,Day_7,2941.617666
AMRK.TA,Day_8,2941.076714
AMRK.TA,Day_9,2946.081596
AMRK.TA,Day_10,2968.92334
AMRK.TA,Day_11,2978.023298
AMRK.TA,Day_12,2996.213962
AMRK.TA,Day_13,3020.464303
AMRK.TA,Day_14,2988.568539
AMRK.TA,Day_15,2994.805279
AMRK.TA,Day_16,2973.730151
AMRK.TA,Day_17,2945.755648
AMRK.TA,Day_18,2959.7392
AMRK.TA,Day_19,2971.469999
AMRK.TA,Day_20,2993.551092
AMRK.TA,Day_21,3026.569479
AMRK.TA,Day_22,3028.357855
AMRK.TA,Day_23,2976.092227
AMRK.TA,Day_24,2955.06118
AMRK.TA,Day_25,2949.41758
AMRK.TA,Day_26,2944.456222
AMRK.TA,Day_27,2954.76793
AMRK.TA,Day_28,2959.924671
AMRK.TA,Day_29,2945.951822
AMRK.TA,Day_30,2929.851152
AMRM.TA,Day_1,22.09000015
AMRM.TA,Day_2,22.09000015
AMRM.TA,Day_3,22.09000015
AMRM.TA,Day_4,22.09000015
AMRM.TA,Day_5,22.09000015
AMRM.TA,Day_6,22.09000015
AMRM.TA,Day_7,22.09000015
AMRM.TA,Day_8,22.09000015
AMRM.TA,Day_9,22.09000015
AMRM.TA,Day_10,22.09000015
AMRM.TA,Day_11,22.09000015
AMRM.TA,Day_12,22.09000015
AMRM.TA,Day_13,22.09000015
